keys size 105505
values size 105505
counts size 105505
Initial Setup: 2425 ms
starting
268. |ternational [74 65 72 6e 61 74 69 6f 6e 61 6c ] | 76404 | 24 ms | 24 ms | shortlist: 490
269. |ary [61 72 79 ] | 75096 | 27 ms | 31 ms | shortlist: 10536
270. |mocratic [6d 6f 63 72 61 74 69 63 ] | 75076 | 31 ms | 31 ms | shortlist: 361
271. |Ġimport [c4 a0 69 6d 70 6f 72 74 ] | 74898 | 25 ms | 26 ms | shortlist: 591
272. |ia [69 61 ] | 74761 | 25 ms | 31 ms | shortlist: 15060
273. |ip [69 70 ] | 73843 | 31 ms | 39 ms | shortlist: 14754
274. |ill [69 6c 6c ] | 73651 | 32 ms | 37 ms | shortlist: 9503
275. |ces [63 65 73 ] | 73482 | 31 ms | 34 ms | shortlist: 7992
276. |the [74 68 65 ] | 73232 | 30 ms | 32 ms | shortlist: 3697
277. |Ġachie [c4 a0 61 63 68 69 65 ] | 73000 | 28 ms | 29 ms | shortlist: 425
278. |Ġcommunity [c4 a0 63 6f 6d 6d 75 6e 69 74 79 ] | 72674 | 26 ms | 26 ms | shortlist: 106
279. |Ġjust [c4 a0 6a 75 73 74 ] | 72568 | 23 ms | 23 ms | shortlist: 424
280. |Ġso [c4 a0 73 6f ] | 72395 | 25 ms | 26 ms | shortlist: 1231
281. |Ġ19 [c4 a0 31 39 ] | 72118 | 25 ms | 26 ms | shortlist: 1034
282. |Ġcontrib [c4 a0 63 6f 6e 74 72 69 62 ] | 72003 | 22 ms | 22 ms | shortlist: 241
283. |Ġsp [c4 a0 73 70 ] | 71386 | 25 ms | 27 ms | shortlist: 5179
284. |ĠN [c4 a0 4e ] | 71273 | 29 ms | 34 ms | shortlist: 14807
285. |Ġ— [c4 a0 e2 80 94 ] | 70868 | 33 ms | 33 ms | shortlist: 51
286. |Ġquestion [c4 a0 71 75 65 73 74 69 6f 6e ] | 70497 | 23 ms | 23 ms | shortlist: 282
287. |Ġrepresent [c4 a0 72 65 70 72 65 73 65 6e 74 ] | 70380 | 25 ms | 26 ms | shortlist: 450
288. |Ġrecogn [c4 a0 72 65 63 6f 67 6e ] | 70352 | 25 ms | 25 ms | shortlist: 357
289. |Ġincreas [c4 a0 69 6e 63 72 65 61 73 ] | 70239 | 24 ms | 24 ms | shortlist: 185
290. |Ġnegoti [c4 a0 6e 65 67 6f 74 69 ] | 69924 | 24 ms | 24 ms | shortlist: 187
291. |Ġmust [c4 a0 6d 75 73 74 ] | 69830 | 25 ms | 25 ms | shortlist: 90
