keys size 881233
values size 881233
counts size 881233
Initial Setup: 24952 ms
starting
312. |eu [65 75 ] | 535098 | 383 ms | 443 ms | shortlist: 139411
313. |go [67 6f ] | 508257 | 388 ms | 430 ms | shortlist: 96123
314. |sk [73 6b ] | 489969 | 387 ms | 441 ms | shortlist: 123831
315. |of [6f 66 ] | 489330 | 394 ms | 447 ms | shortlist: 134673
316. |^{ [5e 7b ] | 471851 | 392 ms | 412 ms | shortlist: 17400
317. |{\ [7b 5c ] | 468269 | 363 ms | 375 ms | shortlist: 13924
318. |rk [72 6b ] | 467558 | 357 ms | 392 ms | shortlist: 78176
319. |ny [6e 79 ] | 461115 | 393 ms | 418 ms | shortlist: 65026
320. |lgeb [6c 67 65 62 ] | 451692 | 388 ms | 396 ms | shortlist: 9647
321. |ix [69 78 ] | 447684 | 377 ms | 396 ms | shortlist: 42838
322. |$, [24 2c ] | 428603 | 388 ms | 396 ms | shortlist: 7561
323. |ye [79 65 ] | 427607 | 360 ms | 386 ms | shortlist: 58777
324. |xa [78 61 ] | 425748 | 385 ms | 403 ms | shortlist: 41108
325. |bt [62 74 ] | 424004 | 388 ms | 398 ms | shortlist: 17406
326. |ĠW [c4 a0 57 ] | 423031 | 386 ms | 430 ms | shortlist: 100441
327. |yi [79 69 ] | 416859 | 386 ms | 403 ms | shortlist: 39104
328. |)$ [29 24 ] | 416043 | 382 ms | 391 ms | shortlist: 8838
329. |10 [31 30 ] | 415378 | 352 ms | 380 ms | shortlist: 41416
330. |sl [73 6c ] | 411657 | 359 ms | 386 ms | shortlist: 63825
331. |$. [24 2e ] | 411074 | 383 ms | 390 ms | shortlist: 6872
332. |lv [6c 76 ] | 397647 | 351 ms | 367 ms | shortlist: 35098
333. |00 [30 30 ] | 389976 | 374 ms | 399 ms | shortlist: 41374
334. |Co [43 6f ] | 386713 | 365 ms | 450 ms | shortlist: 178404
335. |ĠK [c4 a0 4b ] | 386260 | 397 ms | 453 ms | shortlist: 134537
336. |ws [77 73 ] | 384364 | 382 ms | 401 ms | shortlist: 36713
337. |ox [6f 78 ] | 382083 | 376 ms | 411 ms | shortlist: 81033
